Mod:Item:MetaData, Localized Name
botania:pool:2, 稀释魔力池
botania:pool:3, 神话魔力池
botania:pool:1, 永恒魔力池
botania:runealtar, tile.runeAltar.name
botania:pylon:0, 魔法水晶
botania:pylon:1, 自然水晶
botania:pylon:2, 盖亚水晶
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, tile.distributor.name
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, tile.enchanter.name
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, 花格箱
botania:opencrate:1, 机巧箱
botania:foresteye, tile.forestEye.name
botania:storage:0, 魔力钢块
botania:storage:1, 泰拉钢块
botania:storage:2, 源质钢块
botania:storage:3, 魔力钻石块
botania:storage:4, 龙石块
botania:forestdrum:0, 狂野之鼓
botania:forestdrum:1, 收集之鼓
botania:forestdrum:2, 林冠之鼓
botania:shinyflower:0, 白色荧光花
botania:shinyflower:1, 橙色荧光花
botania:shinyflower:2, 品红色荧光花
botania:shinyflower:3, 淡蓝色荧光花
botania:shinyflower:4, 黄色荧光花
botania:shinyflower:5, 黄绿色荧光花
botania:shinyflower:6, 粉色荧光花
botania:shinyflower:7, 灰色荧光花
botania:shinyflower:8, 淡灰色荧光花
botania:shinyflower:9, 青色荧光花
botania:shinyflower:10, 紫色荧光花
botania:shinyflower:11, 蓝色荧光花
botania:shinyflower:12, 棕色荧光花
botania:shinyflower:13, 绿色荧光花
botania:shinyflower:14, 红色荧光花
botania:shinyflower:15, 黑色荧光花
botania:platform:0, 奥秘平台
botania:platform:1, 幻影平台
botania:platform:2, 不破平台
botania:alfheimportal, tile.alfheimPortal.name
botania:dreamwood:0, 梦之木
botania:dreamwood:1, 梦之木板
botania:dreamwood:2, 苔梦之木板
botania:dreamwood:3, 框边梦之木板
botania:dreamwood:4, 框纹梦之木板
botania:dreamwood:5, 微光梦之木
botania:conjurationcatalyst, tile.conjurationCatalyst.name
botania:bifrost, tile.bifrost.name
botania:miniisland:0, 白色浮空花
botania:miniisland:1, 橙色浮空花
botania:miniisland:2, 品红色浮空花
botania:miniisland:3, 淡蓝色浮空花
botania:miniisland:4, 黄色浮空花
botania:miniisland:5, 黄绿色浮空花
botania:miniisland:6, 粉色浮空花
botania:miniisland:7, 灰色浮空花
botania:miniisland:8, 淡灰色浮空花
botania:miniisland:9, 青色浮空花
botania:miniisland:10, 紫色浮空花
botania:miniisland:11, 蓝色浮空花
botania:miniisland:12, 棕色浮空花
botania:miniisland:13, 绿色浮空花
botania:miniisland:14, 红色浮空花
botania:miniisland:15, 黑色浮空花
botania:tinypotato, tile.tinyPotato.name
botania:spawnerclaw, tile.spawnerClaw.name
botania:custombrick:0, 阿兹勒赫瓷砖
botania:custombrick:1, 阿兹勒赫瓷砖
botania:custombrick:2, 阿兹勒赫瓷砖
botania:custombrick:3, 阿兹勒赫瓷砖
botania:custombrick:4, 阿兹勒赫瓷砖
botania:custombrick:5, 阿兹勒赫瓷砖
botania:custombrick:6, 阿兹勒赫瓷砖
botania:custombrick:7, 阿兹勒赫瓷砖
botania:custombrick:8, 阿兹勒赫瓷砖
botania:custombrick:9, 阿兹勒赫瓷砖
botania:custombrick:10, 阿兹勒赫瓷砖
botania:custombrick:11, 阿兹勒赫瓷砖
botania:custombrick:12, 阿兹勒赫瓷砖
botania:custombrick:13, 阿兹勒赫瓷砖
botania:custombrick:14, 阿兹勒赫瓷砖
botania:custombrick:15, 阿兹勒赫瓷砖
botania:endereyeblock, tile.enderEyeBlock.name
botania:starfield, tile.starfield.name
botania:rfgenerator, tile.rfGenerator.name
botania:elfglass, tile.elfGlass.name
botania:brewery, tile.brewery.name
botania:managlass, tile.manaGlass.name
botania:terraplate, tile.terraPlate.name
botania:redstringcontainer, tile.redStringContainer.name
botania:redstringdispenser, tile.redStringDispenser.name
botania:redstringfertilizer, tile.redStringFertilizer.name
botania:redstringcomparator, tile.redStringComparator.name
botania:redstringrelay, tile.redStringRelay.name
botania:floatingspecialflower:0, 浮空白雏菊
botania:floatingspecialflower:0, 浮空魔力星
botania:floatingspecialflower:0, 浮空火红莲
botania:floatingspecialflower:0, 浮空水绣球
botania:floatingspecialflower:0, 浮空炽玫瑰
botania:floatingspecialflower:0, 浮空阿卡纳蔷薇
botania:floatingspecialflower:0, 浮空咀叶花
botania:floatingspecialflower:0, 浮空热爆花
botania:floatingspecialflower:0, 浮空贪食花
botania:floatingspecialflower:0, 浮空彼方兰
botania:floatingspecialflower:0, 浮空粘球草
botania:floatingspecialflower:0, 浮空斑斓花
botania:floatingspecialflower:0, 浮空噬草花
botania:floatingspecialflower:0, 浮空Shulk Me Not
botania:floatingspecialflower:0, 浮空启命英
botania:floatingspecialflower:0, 浮空翡翠苋
botania:floatingspecialflower:0, 浮空娇媚之刺
botania:floatingspecialflower:0, 浮空小娇媚之刺
botania:floatingspecialflower:0, 浮空恐惧之刺
botania:floatingspecialflower:0, 浮空平成之梦
botania:floatingspecialflower:0, 浮空虎之眼
botania:floatingspecialflower:0, 浮空异构花
botania:floatingspecialflower:0, 浮空小异构花
botania:floatingspecialflower:0, 浮空凝矿兰
botania:floatingspecialflower:0, 浮空炎矿兰
botania:floatingspecialflower:0, 浮空天降之奏
botania:floatingspecialflower:0, 浮空冶炼火
botania:floatingspecialflower:0, 浮空田园康乃馨
botania:floatingspecialflower:0, 浮空小田园康乃馨
botania:floatingspecialflower:0, 浮空漏斗花
botania:floatingspecialflower:0, 浮空小漏斗花
botania:floatingspecialflower:0, 浮空手掌花
botania:floatingspecialflower:0, 浮空小手掌花
botania:floatingspecialflower:0, 浮空束缚莓
botania:floatingspecialflower:0, 浮空自由之翼
botania:floatingspecialflower:0, 浮空毒风信
botania:floatingspecialflower:0, 浮空石化草
botania:floatingspecialflower:0, 浮空畜牧花
botania:floatingspecialflower:0, 浮空粘土花
botania:floatingspecialflower:0, 浮空小粘土花
botania:floatingspecialflower:0, 浮空聚宝花
botania:floatingspecialflower:0, 浮空扇水仙
botania:floatingspecialflower:0, 浮空诱引莲
botania:floatingspecialflower:0, 浮空凌空蓟
botania:floatingspecialflower:0, 浮空气泡铃
botania:floatingspecialflower:0, 浮空小气泡铃
botania:floatingspecialflower:0, 浮空弱磁兰
botania:floatingspecialflower:0, 浮空小弱磁兰
botania:floatingspecialflower:0, 浮空消音柑
botania:prism, tile.prism.name
botania:enchantedsoil, tile.enchantedSoil.name
botania:petalblock:0, 白色花瓣块
botania:petalblock:1, 橙色花瓣块
botania:petalblock:2, 品红色花瓣块
botania:petalblock:3, 淡蓝色花瓣块
botania:petalblock:4, 黄色花瓣块
botania:petalblock:5, 黄绿色花瓣块
botania:petalblock:6, 粉色花瓣块
botania:petalblock:7, 灰色花瓣块
botania:petalblock:8, 淡灰色花瓣块
botania:petalblock:9, 青色花瓣块
botania:petalblock:10, 紫色花瓣块
botania:petalblock:11, 蓝色花瓣块
botania:petalblock:12, 棕色花瓣块
botania:petalblock:13, 绿色花瓣块
botania:petalblock:14, 红色花瓣块
botania:petalblock:15, 黑色花瓣块
botania:corporeaindex, tile.corporeaIndex.name
botania:corporeafunnel, tile.corporeaFunnel.name
botania:mushroom:0, 白色微光蘑菇
botania:mushroom:1, 橙色微光蘑菇
botania:mushroom:2, 品红色微光蘑菇
botania:mushroom:3, 淡蓝色微光蘑菇
botania:mushroom:4, 黄色微光蘑菇
botania:mushroom:5, 黄绿色微光蘑菇
botania:mushroom:6, 粉色微光蘑菇
botania:mushroom:7, 灰色微光蘑菇
botania:mushroom:8, 淡灰色微光蘑菇
botania:mushroom:9, 青色微光蘑菇
botania:mushroom:10, 紫色微光蘑菇
botania:mushroom:11, 蓝色微光蘑菇
botania:mushroom:12, 棕色微光蘑菇
botania:mushroom:13, 绿色微光蘑菇
botania:mushroom:14, 红色微光蘑菇
botania:mushroom:15, 黑色微光蘑菇
botania:pump, 机械流体泵管道
botania:doubleflower1:0, 白色高神秘花
botania:doubleflower1:1, 橙色高神秘花
botania:doubleflower1:2, 品红色高神秘花
botania:doubleflower1:3, 淡蓝色高神秘花
botania:doubleflower1:4, 黄色高神秘花
botania:doubleflower1:5, 黄绿色高神秘花
botania:doubleflower1:6, 粉色高神秘花
botania:doubleflower1:7, 灰色高神秘花
botania:doubleflower2:0, 淡灰色高神秘花
botania:doubleflower2:1, 青色高神秘花
botania:doubleflower2:2, 紫色高神秘花
botania:doubleflower2:3, 蓝色高神秘花
botania:doubleflower2:4, 褐色高神秘花
botania:doubleflower2:5, 绿色高神秘花
botania:doubleflower2:6, 红色高神秘花
botania:doubleflower2:7, 黑色高神秘花
botania:blazeblock, tile.blazeBlock.name
botania:corporeainterceptor, tile.corporeaInterceptor.name
botania:corporeacrystalcube, tile.corporeaCrystalCube.name
botania:incenseplate, tile.incensePlate.name
botania:hourglass, tile.hourglass.name
botania:ghostrail, tile.ghostRail.name
botania:sparkchanger, tile.sparkChanger.name
botania:root, tile.root.name
botania:felpumpkin, tile.felPumpkin.name
botania:cocoon, tile.cocoon.name
botania:lightrelay:0, 微光
botania:lightrelay:1, 探测微光
botania:lightrelay:2, 岔路微光
botania:lightrelay:3, 激活微光
botania:lightlauncher, tile.lightLauncher.name
botania:manabomb, tile.manaBomb.name
botania:cacophoniumblock, tile.cacophoniumBlock.name
botania:bellows, 奥术风箱
botania:bifrostperm, tile.bifrostPerm.name
botania:cellblock, tile.cellBlock.name
botania:redstringinterceptor, tile.redStringInterceptor.name
botania:corporearetainer, tile.corporeaRetainer.name
botania:teruterubozu, tile.teruTeruBozu.name
botania:shimmerrock, tile.shimmerrock.name
botania:shimmerwoodplanks, tile.shimmerwoodPlanks.name
botania:avatar, tile.avatar.name
botania:altgrass:0, 干草地
botania:altgrass:1, 黄金草地
botania:altgrass:2, 鲜草草地
botania:altgrass:3, 焦草草地
botania:altgrass:4, 注魔草地
botania:altgrass:5, 异变草地
botania:animatedtorch, tile.animatedTorch.name
botania:lexicon, item.lexicon.name
botania:petal:0, 白色神秘花瓣
botania:petal:1, 橙色神秘花瓣
botania:petal:2, 品红色神秘花瓣
botania:petal:3, 淡蓝色神秘花瓣
botania:petal:4, 黄色神秘花瓣
botania:petal:5, 黄绿色神秘花瓣
botania:petal:6, 粉色神秘花瓣
botania:petal:7, 灰色神秘花瓣
botania:petal:8, 淡灰色神秘花瓣
botania:petal:9, 青色神秘花瓣
botania:petal:10, 紫色神秘花瓣
botania:petal:11, 蓝色神秘花瓣
botania:petal:12, 棕色神秘花瓣
botania:petal:13, 绿色神秘花瓣
botania:petal:14, 红色神秘花瓣
botania:petal:15, 黑色神秘花瓣
botania:dye:0, 白色花粉
botania:dye:1, 橙色花粉
botania:dye:2, 品红色花粉
botania:dye:3, 淡蓝色花粉
botania:dye:4, 黄色花粉
botania:dye:5, 黄绿色花粉
botania:dye:6, 粉色花粉
botania:dye:7, 灰色花粉
botania:dye:8, 淡灰色花粉
botania:dye:9, 青色花粉
botania:dye:10, 紫色花粉
botania:dye:11, 蓝色花粉
botania:dye:12, 棕色花粉
botania:dye:13, 绿色花粉
botania:dye:14, 红色花粉
botania:dye:15, 黑色花粉
botania:pestleandmortar, item.pestleAndMortar.name
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:manaresource:0, 魔力钢锭
botania:manaresource:1, 魔力珍珠
botania:manaresource:2, 魔力钻石
botania:manaresource:3, 活木枝
botania:manaresource:4, 泰拉钢锭
botania:manaresource:5, 盖亚之魂
botania:manaresource:6, 红石根
botania:manaresource:7, 源质钢锭
botania:manaresource:8, 精灵尘
botania:manaresource:9, 龙石
botania:manaresource:11, 合成占位符
botania:manaresource:12, 红线
botania:manaresource:13, 梦之木棍
botania:manaresource:14, 盖亚魂锭
botania:manaresource:15, 瓶装末地空气
botania:manaresource:16, 蕴魔丝线
botania:manaresource:17, 魔钢粒
botania:manaresource:18, 泰拉钢粒
botania:manaresource:19, 源质钢粒
botania:manaresource:22, 魔源布匹
botania:manaresource:23, 魔力尘
botania:lens:0, 魔力透镜
botania:lens:1, 魔力透镜:速度
botania:lens:2, 魔力透镜:强度
botania:lens:3, 魔力透镜:阻力
botania:lens:4, 魔力透镜:效率
botania:lens:5, 魔力透镜:反射
botania:lens:6, 魔力透镜:引力
botania:lens:7, 魔力透镜:挖掘
botania:lens:8, 魔力透镜:伤害
botania:lens:9, 魔力透镜:虚化
botania:lens:10, 魔力透镜:磁化
botania:lens:11, 魔力透镜:爆炸
botania:lens:12, 魔力透镜:推力
botania:lens:13, 魔力透镜:重力
botania:lens:14, 魔力透镜:涂色
botania:lens:15, 魔力透镜:引燃
botania:lens:16, 魔力透镜:力量
botania:lens:17, 魔力透镜:闪光
botania:lens:18, 魔力透镜:传送
botania:lens:19, 魔力透镜:变向
botania:lens:20, 魔力透镜:喜庆
botania:lens:21, 魔力透镜:闪耀
botania:lens:22, 魔力透镜:信使
botania:lens:23, 魔力透镜:绊线
botania:rune:0, 水之符文
botania:rune:1, 火之符文
botania:rune:2, 地之符文
botania:rune:3, 风之符文
botania:rune:4, 春之符文
botania:rune:5, 夏之符文
botania:rune:6, 秋之符文
botania:rune:7, 冬之符文
botania:rune:8, 魔力符文
botania:rune:9, 欲望符文
botania:rune:10, 暴食符文
botania:rune:11, 贪婪符文
botania:rune:12, 懒惰符文
botania:rune:13, 暴怒符文
botania:rune:14, 嫉妒符文
botania:rune:15, 傲慢符文
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, 草地之种
botania:grassseeds:1, 寒地之种
botania:grassseeds:2, 菌丝孢子
botania:grassseeds:3, 干草之种
botania:grassseeds:4, 黄金草种
botania:grassseeds:5, 鲜草之种
botania:grassseeds:6, 焦土草种
botania:grassseeds:7, 注魔草种
botania:grassseeds:8, 异变草种
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, 狂野号角
botania:grasshorn:1, 林冠号角
botania:grasshorn:2, 雪原号角
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, 天翼族之冠
botania:flighttiara:1, 天翼族之冠
botania:flighttiara:2, 天翼族之冠
botania:flighttiara:3, 天翼族之冠
botania:flighttiara:4, 天翼族之冠
botania:flighttiara:5, 天翼族之冠
botania:flighttiara:6, 天翼族之冠
botania:flighttiara:7, 天翼族之冠
botania:flighttiara:8, 天翼族之冠
botania:enderdagger, item.enderDagger.name
botania:quartz:0, 烟熏石英
botania:quartz:1, 魔力石英
botania:quartz:2, 烈焰石英
botania:quartz:3, 熏香石英
botania:quartz:4, 红色石英
botania:quartz:5, 精灵石英
botania:quartz:6, 金黄石英
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, 拉普达碎片
botania:laputashard:4, 拉普达碎片
botania:laputashard:9, 拉普达碎片
botania:laputashard:14, 拉普达碎片
botania:laputashard:19, 拉普达碎片
botania:virus:0, 僵尸病毒
botania:virus:1, 骷髅病毒
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, 火花升级:弥散
botania:sparkupgrade:1, 火花升级:聚集
botania:sparkupgrade:2, 火花升级:扩散
botania:sparkupgrade:3, 火花升级:隔绝
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, 魔法玻璃小瓶
botania:vial:1, 精灵玻璃烧瓶
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, 黑莲花
botania:blacklotus:1, 暗黑莲花
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, 荆棘飞轮
botania:thornchakram:1, 闪耀飞轮
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, 合成模板#1: 1x1
botania:craftpattern:1, 合成模板#2: 2x2
botania:craftpattern:2, 合成模板#3: 1x2
botania:craftpattern:3, 合成模板#4: 2x1
botania:craftpattern:4, 合成模板#5: 1x3
botania:craftpattern:5, 合成模板#6: 3x1
botania:craftpattern:6, 合成模板#7: 2x3
botania:craftpattern:7, 合成模板#8: 3x2
botania:craftpattern:8, 合成模板#9: 圈形
botania:ancientwill:0, 艾琳的意志
botania:ancientwill:1, 达洛克的意志
botania:ancientwill:2, 古赞的意志
botania:ancientwill:3, 托拉格的意志
botania:ancientwill:4, 威拉克的意志
botania:ancientwill:5, 卡瑞的意志
botania:corporeaspark:0, 多媒体火花
botania:corporeaspark:1, 主媒体火花
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, 黑领结
botania:cosmetic:1, 黑领带
botania:cosmetic:2, 红眼镜
botania:cosmetic:3, 蓬松围巾
botania:cosmetic:4, 工程师护目镜
botania:cosmetic:5, 眼罩
botania:cosmetic:6, 中二眼罩
botania:cosmetic:7, 红丝带
botania:cosmetic:8, 粉花蕾
botania:cosmetic:9, 斑点蝴蝶结
botania:cosmetic:10, 蓝蝴蝶
botania:cosmetic:11, 猫耳
botania:cosmetic:12, 女巫别针
botania:cosmetic:13, 恶魔尾巴
botania:cosmetic:14, 神威之眼
botania:cosmetic:15, 青蛙眼
botania:cosmetic:16, 四叶草
botania:cosmetic:17, 时钟之眼
botania:cosmetic:18, 独角兽之角
botania:cosmetic:19, 恶魔尖角
botania:cosmetic:20, 十字头饰
botania:cosmetic:21, 植物学家徽章
botania:cosmetic:22, 远古面具
botania:cosmetic:23, 怪异面具
botania:cosmetic:24, 外星人天线
botania:cosmetic:25, 红蓝眼镜
botania:cosmetic:26, 橙色墨镜
botania:cosmetic:27, 大鼻子面具
botania:cosmetic:28, 浓眉毛
botania:cosmetic:29, 盾牌
botania:cosmetic:30, 小土豆面具
botania:cosmetic:31, 任务人标志
botania:cosmetic:32, Thinking Hand
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, 黑洞护符
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, 节制之石
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, 史莱姆罐子
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
botania:livingwood0stairs, tile.livingwood0Stairs.name
botania:livingwood0slab:0, 活木台阶
botania:livingwood0wall, tile.livingwood0Wall.name
botania:livingwood1stairs, tile.livingwood1Stairs.name
botania:livingwood1slab:0, 活木台阶
botania:livingrock0stairs, tile.livingrock0Stairs.name
botania:livingrock0slab:0, 活石台阶
botania:livingrock0wall, tile.livingrock0Wall.name
botania:livingrock1stairs, tile.livingrock1Stairs.name
botania:livingrock1slab:0, 活石砖台阶
botania:dreamwood0stairs, tile.dreamwood0Stairs.name
botania:dreamwood0slab:0, 梦之木台阶
botania:dreamwood0wall, tile.dreamwood0Wall.name
botania:dreamwood1stairs, tile.dreamwood1Stairs.name
botania:dreamwood1slab:0, 梦之木台阶
botania:quartztypedark:0, 烟熏石英块
botania:quartztypedark:1, 錾制烟熏石英块
botania:quartztypedark:2, 竖纹烟熏石英块
botania:quartzslabdarkhalf:0, 烟熏石英台阶
botania:quartzstairsdark, tile.quartzStairsDark.name
botania:quartztypemana:0, 魔力石英块
botania:quartztypemana:1, 錾制魔力石英块
botania:quartztypemana:2, 竖纹魔力石英块
botania:quartzslabmanahalf:0, 魔力石英台阶
botania:quartzstairsmana, tile.quartzStairsMana.name
botania:quartztypeblaze:0, 烈焰石英块
botania:quartztypeblaze:1, 錾制烈焰石英块
botania:quartztypeblaze:2, 竖纹烈焰石英块
botania:quartzslabblazehalf:0, 烈焰石英台阶
botania:quartzstairsblaze, tile.quartzStairsBlaze.name
botania:quartztypelavender:0, 熏香石英块
botania:quartztypelavender:1, 錾制熏香石英块
botania:quartztypelavender:2, 竖纹熏香石英块
botania:quartzslablavenderhalf:0, 熏香石英台阶
botania:quartzstairslavender, tile.quartzStairsLavender.name
botania:quartztypered:0, 红色石英块
botania:quartztypered:1, 錾制红色石英块
botania:quartztypered:2, 竖纹红色石英块
botania:quartzslabredhalf:0, 红色石英台阶
botania:quartzstairsred, tile.quartzStairsRed.name
botania:quartztypeelf:0, 精灵石英块
botania:quartztypeelf:1, 錾制精灵石英块
botania:quartztypeelf:2, 竖纹精灵石英块
botania:quartzslabelfhalf:0, 精灵石英台阶
botania:quartzstairself, tile.quartzStairsElf.name
botania:quartztypesunny:0, 金黄石英块
botania:quartztypesunny:1, 錾制金黄石英块
botania:quartztypesunny:2, 竖纹金黄石英块
botania:quartzslabsunnyhalf:0, 金黄石英台阶
botania:quartzstairssunny, tile.quartzStairsSunny.name
botania:biomestonea:0, 变质森林石头
botania:biomestonea:1, 变质平原石头
botania:biomestonea:2, 变质高山石头
botania:biomestonea:3, 变质菌丝石头
botania:biomestonea:4, 变质沼泽石头
botania:biomestonea:5, 变质沙漠石头
botania:biomestonea:6, 变质雪原石头
botania:biomestonea:7, 变质高原石头
botania:biomestonea:8, 变质森林圆石
botania:biomestonea:9, 变质平原圆石
botania:biomestonea:10, 变质高山圆石
botania:biomestonea:11, 变质菌丝圆石
botania:biomestonea:12, 变质沼泽圆石
botania:biomestonea:13, 变质沙漠圆石
botania:biomestonea:14, 变质雪原圆石
botania:biomestonea:15, 变质高原圆石
botania:biomestoneb:0, 变质森林石砖
botania:biomestoneb:1, 变质平原石砖
botania:biomestoneb:2, 变质高山石砖
botania:biomestoneb:3, 变质菌丝石砖
botania:biomestoneb:4, 变质沼泽石砖
botania:biomestoneb:5, 变质沙漠石砖
botania:biomestoneb:6, 变质雪原石砖
botania:biomestoneb:7, 变质高原石砖
botania:biomestoneb:8, 錾制变质森林石砖
botania:biomestoneb:9, 錾制变质平原石砖
botania:biomestoneb:10, 錾制变质高山石砖
botania:biomestoneb:11, 錾制变质菌丝石砖
botania:biomestoneb:12, 錾制变质沼泽石砖
botania:biomestoneb:13, 錾制变质沙漠石砖
botania:biomestoneb:14, 錾制变质雪原石砖
botania:biomestoneb:15, 錾制变质高原石砖
botania:pavement:0, 白色葡萄牙路面
botania:pavement:1, 黑色葡萄牙路面
botania:pavement:2, 蓝色葡萄牙路面
botania:pavement:3, 红色葡萄牙路面
botania:pavement:4, 黄色葡萄牙路面
botania:pavement:5, 绿色葡萄牙路面
botania:biomestonea0stairs, tile.biomeStoneA0Stairs.name
botania:biomestonea0slab:0, 变质森林石头台阶
botania:biomestonea1stairs, tile.biomeStoneA1Stairs.name
botania:biomestonea1slab:0, 变质平原石头台阶
botania:biomestonea2stairs, tile.biomeStoneA2Stairs.name
botania:biomestonea2slab:0, 变质高山石头台阶
botania:biomestonea3stairs, tile.biomeStoneA3Stairs.name
botania:biomestonea3slab:0, 变质菌丝石头台阶
botania:biomestonea4stairs, tile.biomeStoneA4Stairs.name
botania:biomestonea4slab:0, 变质沼泽石头台阶
botania:biomestonea5stairs, tile.biomeStoneA5Stairs.name
botania:biomestonea5slab:0, 变质沙漠石头台阶
botania:biomestonea6stairs, tile.biomeStoneA6Stairs.name
botania:biomestonea6slab:0, 变质雪原石头台阶
botania:biomestonea7stairs, tile.biomeStoneA7Stairs.name
botania:biomestonea7slab:0, 变质高原石头台阶
botania:biomestonea8stairs, tile.biomeStoneA8Stairs.name
